Timepoint,Outcome_Mean,Outcome_SD,Outcome_Min,Outcome_Max,Treatment1_Mean,Treatment1_SD,Treatment1_Min,Treatment1_Max,Treatment2_Mean,Treatment2_SD,Treatment2_Min,Treatment2_Max
386,9.93986,0.95649546,1.738886,12.413006,0.7012795,0.06107814,0.16539846,0.8316192,0.7218946,0.058970418,0.17635784,0.8454123
387,9.93943,0.9566024,1.7845253,12.388731,0.7012687,0.061068647,0.16687842,0.83184177,0.72188425,0.058961313,0.17791495,0.8456201
388,9.93864,0.95698476,1.6883681,12.476655,0.7012489,0.0610721,0.16738234,0.83380747,0.7218653,0.05896456,0.17844506,0.8474542
389,9.938448,0.95498985,1.8148795,12.416139,0.7012494,0.061041243,0.16916512,0.8339768,0.7218663,0.058934316,0.18032016,0.8476122
390,9.939009,0.9549878,1.8763466,12.427501,0.7012379,0.061028127,0.17061906,0.83412725,0.7218552,0.058921654,0.18184897,0.8477525
391,9.938885,0.95450175,1.7937113,12.46817,0.70123273,0.06100247,0.17071657,0.8349499,0.7218506,0.058897223,0.18195151,0.8485199
392,9.938615,0.9538412,1.879978,12.4969425,0.7012363,0.06096813,0.17276071,0.83515954,0.7218544,0.058863856,0.1841003,0.8487154
393,9.937105,0.9549966,1.9439371,12.425185,0.70121497,0.060982373,0.17414841,0.8352529,0.7218337,0.058878053,0.18555866,0.8488025
394,9.936914,0.95448565,1.8854775,12.416917,0.7011834,0.060984064,0.17424692,0.8348425,0.7218034,0.058880262,0.18566218,0.8484197
395,9.935385,0.95296854,1.901259,12.42717,0.7011309,0.060976006,0.17541057,0.83441806,0.72175336,0.058872823,0.18688479,0.84802383
396,9.935436,0.9538557,1.9639852,12.39958,0.7010815,0.060989752,0.17632374,0.8334067,0.721706,0.05888692,0.1878441,0.84708035
397,9.93562,0.95451224,1.8980378,12.4137535,0.70106095,0.06100049,0.17582434,0.83238673,0.721686,0.05889982,0.18731949,0.8461286
398,9.933632,0.9531325,1.8682287,12.429487,0.70101327,0.060995843,0.17563696,0.83245575,0.7216405,0.058896955,0.18712264,0.84601927
399,9.930851,0.9531365,1.9386716,12.4109535,0.70094407,0.061021652,0.1760436,0.8331415,0.7215739,0.058924753,0.18754981,0.8466597
400,9.929354,0.9520065,1.8783954,12.330751,0.7008549,0.06101554,0.17511441,0.8329991,0.7214885,0.058922198,0.18657365,0.8465267
401,9.92716,0.9521658,1.8952203,12.391117,0.70072913,0.061003033,0.17508389,0.8327628,0.7213681,0.058913026,0.18654159,0.846306
402,9.9278,0.949162,1.8821317,12.373802,0.7006473,0.060966134,0.17523454,0.8321803,0.72129023,0.058881342,0.18669987,0.845762
403,9.92637,0.95045143,1.868477,12.408118,0.70058405,0.06094334,0.17447497,0.83215064,0.72122985,0.058862146,0.18590179,0.84573424
404,9.925415,0.950493,1.8643773,12.466704,0.7005272,0.060938336,0.17432359,0.83357,0.72117555,0.05886034,0.18574272,0.84705985
405,9.925565,0.9495389,1.9178038,12.459881,0.7005072,0.060909018,0.1745675,0.83428425,0.7211567,0.058833368,0.18599904,0.8477268
406,9.925806,0.9478069,1.8555928,12.40381,0.7004792,0.06089479,0.17428088,0.83459514,0.72113013,0.058820825,0.18569787,0.8480171
407,9.922458,0.94847536,1.8664213,12.516148,0.7004238,0.060880464,0.17425871,0.83571064,0.72107714,0.058810428,0.18567455,0.8490584
408,9.92303,0.9480235,1.8286608,12.433914,0.7003927,0.06084949,0.17387359,0.8353727,0.7210477,0.058783025,0.18526986,0.84874296
409,9.921178,0.94782674,1.7362133,12.461623,0.7003302,0.060829397,0.17192598,0.8353907,0.72098815,0.05876676,0.1832229,0.8487597
410,9.921364,0.9481737,1.7481856,12.491642,0.7002621,0.0608392,0.17078216,0.83629453,0.7209228,0.05877818,0.18202046,0.8496034
411,9.9202585,0.94602257,1.7014123,12.495712,0.70023304,0.06079837,0.1690367,0.8360846,0.7208954,0.05873957,0.1801851,0.84940743
412,9.919033,0.9472759,1.7047262,12.481771,0.7001727,0.06078395,0.1677351,0.83657587,0.72083783,0.058726363,0.17881612,0.849866
413,9.918342,0.94778764,1.6572905,12.464888,0.7001288,0.06077539,0.1669104,0.83660936,0.7207957,0.05871808,0.1779486,0.84989727
414,9.918156,0.94713783,1.6708206,12.513203,0.7000806,0.060754526,0.16610512,0.83683026,0.72074986,0.058697905,0.17710139,0.8501034
415,9.91815,0.9474777,1.5425489,12.50821,0.70004517,0.060761627,0.16446133,0.8369582,0.7207159,0.058703747,0.17537165,0.8502228
416,9.91699,0.9483674,1.6107495,12.444311,0.7000109,0.06076658,0.16349508,0.8365745,0.72068304,0.0587073,0.17435469,0.84986466
417,9.914994,0.94928557,1.4814683,12.437468,0.69995576,0.060771927,0.16169961,0.8362931,0.7206303,0.058710556,0.17246455,0.8496021
418,9.9147415,0.949598,1.4763684,12.480129,0.69989926,0.060799014,0.15973246,0.83595324,0.72057575,0.058736265,0.17039305,0.8492849
419,9.91436,0.9502577,1.4094392,12.454725,0.69983655,0.060834527,0.15839708,0.8354024,0.7205153,0.058770716,0.16898647,0.8487707
420,9.912278,0.9501821,1.3554848,12.340031,0.69976056,0.060848776,0.15586159,0.8343241,0.7204424,0.05878326,0.16631497,0.847764
421,9.912811,0.9520629,1.2496969,12.417869,0.6997222,0.06087694,0.1535882,0.83412087,0.72040534,0.058809016,0.16391872,0.84757423
422,9.911858,0.95083666,1.157888,12.388849,0.699676,0.060878716,0.15050867,0.8331714,0.7203611,0.05880946,0.16067138,0.8466877
423,9.910638,0.9528685,1.1024778,12.404818,0.6996142,0.060902346,0.14758879,0.83265054,0.72030187,0.058830522,0.15759091,0.8462012
424,9.909676,0.95163494,1.1104822,12.360297,0.6995725,0.060910076,0.14529201,0.83286226,0.72026175,0.058837462,0.1551668,0.8463989
425,9.909406,0.95280397,0.9996975,12.364753,0.6995199,0.06090946,0.14297906,0.832307,0.7202115,0.058836747,0.15272474,0.84588027
426,9.909596,0.9525371,0.9774375,12.284087,0.69948196,0.060923405,0.14132868,0.83120745,0.72017497,0.0588488,0.15098168,0.84485316
427,9.907421,0.95318985,0.955568,12.280065,0.6994313,0.060916323,0.13999683,0.82989067,0.72012657,0.05884062,0.14957473,0.8436228
428,9.907916,0.95275414,0.81117463,12.223752,0.6994034,0.060916968,0.13731591,0.82844,0.72009987,0.058840618,0.14674169,0.84226704
429,9.906376,0.95399547,0.86700416,12.264455,0.6993544,0.0609223,0.13614124,0.82736826,0.7200529,0.058844887,0.14549999,0.8412651
430,9.904514,0.95390755,0.7840186,12.187627,0.6992745,0.06093779,0.13444418,0.8259039,0.71997625,0.058860317,0.14370567,0.8398958
431,9.906134,0.9521606,0.7784507,12.215255,0.6992569,0.06090234,0.13290586,0.8246081,0.71995974,0.058825385,0.14207876,0.8386837
432,9.903751,0.95335376,0.77531224,12.161375,0.6991908,0.0609037,0.1325962,0.82384694,0.7198964,0.058826137,0.14175123,0.8381357
433,9.903737,0.9559733,0.70209616,12.1775055,0.6991478,0.060922485,0.13118014,0.8233968,0.71985507,0.058844868,0.1402532,0.83771497
434,9.901969,0.9558928,0.7067211,12.25053,0.6991056,0.060942154,0.13052082,0.82317185,0.71981436,0.058864214,0.13955562,0.8375046
435,9.899477,0.9570875,0.64259285,12.284576,0.6989976,0.061025716,0.12936883,0.8250122,0.7197099,0.058948994,0.13833657,0.839122
436,9.900265,0.95648193,0.6299577,12.287511,0.6989411,0.06107548,0.1281459,0.8267223,0.71965504,0.05899954,0.13704221,0.84072083
437,9.898436,0.9577757,0.6634944,12.284742,0.69885767,0.06110963,0.1278228,0.82787144,0.71957475,0.059035152,0.1367002,0.84179485
438,9.897178,0.95860285,0.49378192,12.31708,0.6987823,0.061149076,0.1260529,0.8285816,0.71950215,0.0590764,0.13482638,0.8424584
439,9.89763,0.9587277,0.5508222,12.284759,0.69875216,0.061169766,0.12529662,0.8285835,0.71947294,0.05909734,0.13402553,0.8424603
440,9.895907,0.95925623,0.48313645,12.271149,0.6986821,0.061201915,0.12409475,0.82840914,0.7194054,0.05913033,0.13275264,0.8422973
441,9.895647,0.9587944,0.5275785,12.262153,0.6986393,0.061211325,0.12299098,0.82816815,0.7193642,0.059141282,0.13158344,0.8420721
442,9.893318,0.958751,0.42881915,12.194813,0.6985815,0.06121643,0.12246641,0.8268593,0.71930885,0.059149407,0.13102768,0.8408488
443,9.892437,0.9591088,0.38930118,12.244845,0.69850236,0.061217297,0.12117047,0.8264303,0.7192329,0.059152372,0.12965454,0.84044784
444,9.890989,0.9595129,0.36707327,12.2309675,0.698429,0.06122783,0.120246574,0.8259976,0.71916246,0.05916622,0.12867542,0.8400433
445,9.889048,0.9594374,0.3776386,12.25861,0.69832927,0.061246116,0.119062014,0.8249912,0.7190666,0.059188318,0.12741986,0.8391023
446,9.890057,0.9597712,0.3284041,12.207592,0.69827867,0.061261863,0.11827436,0.8248705,0.71901786,0.059205055,0.12658486,0.83911717
447,9.887232,0.9608244,0.3802918,12.231659,0.69819796,0.06130502,0.118203916,0.82522506,0.71894014,0.059251066,0.12651017,0.83944845
448,9.8866005,0.95955753,0.30750102,12.220507,0.69813234,0.061316412,0.117739014,0.8253072,0.718877,0.059265282,0.12601727,0.8395252
449,9.88476,0.96047485,0.35110214,12.281084,0.6980658,0.061346874,0.11753243,0.82496315,0.7188128,0.0592978,0.12579824,0.8390769
450,9.883512,0.9603512,0.26981536,12.257721,0.6979662,0.061371475,0.11707744,0.82616115,0.71871704,0.05932584,0.12531579,0.84019697
451,9.88215,0.95972395,0.29442346,12.343766,0.6978913,0.061360445,0.11641336,0.82718295,0.7186454,0.05931798,0.12461158,0.8412156
452,9.882486,0.95991915,0.3238343,12.345231,0.69782907,0.061379198,0.116539426,0.8285489,0.7185855,0.059339687,0.124745265,0.84249175
453,9.880672,0.96087176,0.33743894,12.364142,0.69776666,0.06139824,0.11643396,0.829371,0.7185254,0.05936105,0.124633424,0.84325963
454,9.878889,0.96151483,0.33643615,12.400921,0.69769436,0.06142936,0.11694898,0.83088547,0.71845573,0.059394043,0.12517957,0.84467393
455,9.877709,0.9601023,0.39939988,12.419113,0.6976263,0.061450604,0.11776452,0.83180374,0.71839017,0.05941762,0.12604432,0.84546924
456,9.877605,0.9593231,0.5154439,12.396783,0.69755036,0.06145345,0.1192658,0.8327171,0.71831733,0.059421293,0.12763588,0.8463221
457,9.877102,0.96059257,0.46848392,12.340485,0.69749624,0.061464556,0.12030206,0.8324698,0.71826524,0.059434738,0.12873423,0.8460912
458,9.873599,0.9591046,0.547396,12.397146,0.6974181,0.061449066,0.121986575,0.83261514,0.7181905,0.059422772,0.1305193,0.8462269
459,9.874017,0.95934516,0.56979835,12.39484,0.6973634,0.06145185,0.123362,0.8323613,0.71813804,0.059428874,0.13197647,0.8459898
460,9.873042,0.9597465,0.60264975,12.371943,0.6972935,0.06146847,0.124071054,0.83210117,0.7180708,0.059448287,0.13272753,0.84574693
461,9.87194,0.9587899,0.5930783,12.398617,0.69721705,0.061453015,0.12509017,0.8327094,0.7179977,0.05943606,0.1338069,0.84631485
462,9.871106,0.95843035,0.6094284,12.376715,0.6971794,0.061444532,0.12560023,0.8324958,0.71796155,0.059428267,0.13434705,0.84611547
463,9.869444,0.958448,0.7047529,12.314715,0.6971081,0.06143674,0.12671605,0.83165616,0.7178934,0.05942046,0.13552853,0.8453314
464,9.867559,0.9569131,0.692793,12.30314,0.69702697,0.06140363,0.12746608,0.83093244,0.717816,0.05938947,0.13632257,0.8446555
465,9.86688,0.9563966,0.7937672,12.265541,0.6969501,0.0613788,0.12914951,0.8295257,0.71774256,0.05936523,0.13810445,0.8433414
466,9.866047,0.9550368,0.89665806,12.235259,0.69687474,0.061337024,0.13159178,0.82800627,0.7176707,0.05932496,0.14068872,0.8419216
467,9.863781,0.9549729,0.8915948,12.177521,0.6967901,0.061296538,0.13320142,0.826536,0.7175901,0.059285894,0.14239138,0.8405474
468,9.86238,0.9546986,0.97040373,12.237151,0.6967107,0.061279792,0.13562378,0.8258253,0.71751404,0.059269283,0.14495292,0.8398829
469,9.861544,0.9558644,0.91393375,12.188062,0.6966268,0.06127876,0.13668379,0.8249878,0.7174337,0.05926795,0.14607352,0.83909994
470,9.859867,0.9533111,1.0305859,12.168044,0.6965317,0.06126369,0.1378734,0.82427293,0.7173426,0.059253234,0.1473309,0.8384314
471,9.857632,0.95325416,1.0644664,12.080514,0.69643676,0.061250653,0.13942176,0.8232166,0.71725184,0.059240077,0.14896713,0.8374434
472,9.854301,0.95375913,1.0487664,12.095806,0.6963108,0.061248012,0.14012842,0.82160443,0.71713114,0.05923753,0.14971375,0.8359351
473,9.85486,0.95177037,1.1057342,12.111111,0.6962103,0.061196893,0.1418707,0.820757,0.7170353,0.05918681,0.1515542,0.8351421
474,9.852602,0.9524753,1.1240604,12.101152,0.69609624,0.061195724,0.14272633,0.82001776,0.716926,0.05918499,0.15245786,0.8344502
475,9.850109,0.95187217,1.0546424,12.070511,0.69597995,0.06117782,0.14263621,0.81953514,0.71681476,0.059167437,0.15236269,0.83399844
476,9.847166,0.95159173,1.1819803,12.136236,0.6958695,0.061154425,0.1438624,0.81914353,0.7167092,0.059143923,0.1536575,0.8336573
477,9.845091,0.9508219,1.1752868,12.147123,0.69571674,0.061151333,0.14450608,0.81989074,0.7165626,0.059140854,0.15433711,0.8343567
478,9.843298,0.94917095,1.2517536,12.11008,0.6955748,0.06111617,0.14569406,0.8193763,0.71642697,0.059107088,0.1555912,0.8340221
479,9.8433275,0.94941014,1.1976668,12.157333,0.6954705,0.06108914,0.14703427,0.8203138,0.71632725,0.05908028,0.15700574,0.83489895
480,9.8396845,0.94971037,1.2493752,12.186609,0.6953556,0.06107054,0.14766933,0.8214818,0.71621734,0.05906276,0.1576759,0.8358198
481,9.839699,0.9509549,1.2343076,12.196479,0.69526964,0.061080024,0.14822735,0.8227202,0.7161347,0.059071533,0.15826471,0.83697844
482,9.838129,0.9502041,1.2440609,12.250529,0.69518554,0.061101858,0.14815451,0.8242951,0.7160539,0.059091598,0.15818787,0.8384515
483,9.837387,0.9473795,1.3394982,12.238627,0.6950928,0.061081737,0.14950204,0.8253441,0.7159653,0.059070338,0.15960954,0.8394325
484,9.834456,0.9478266,1.3924744,12.309043,0.6950103,0.061059296,0.15087181,0.82666385,0.71588635,0.059045654,0.16105439,0.8406663
485,9.832798,0.9481735,1.3276742,12.263358,0.69490486,0.061026596,0.1517711,0.8273814,0.71578574,0.059013136,0.16200279,0.84133697
486,9.831946,0.9482693,1.2718413,12.203082,0.6948101,0.061001837,0.15203951,0.8268726,0.7156952,0.058988504,0.16228583,0.8408614
487,9.832968,0.9484263,1.3431625,12.2700205,0.6947392,0.0610289,0.15207495,0.82720935,0.71562696,0.059015065,0.1623232,0.8411762
488,9.831611,0.9481232,1.2483994,12.241489,0.6946951,0.061031666,0.15068682,0.82648396,0.7155846,0.05901842,0.16085927,0.84049815
489,9.830051,0.9490867,1.3622917,12.21934,0.6946497,0.06105473,0.1510194,0.82601005,0.71554065,0.059040092,0.16121005,0.84005505
490,9.829012,0.9497451,1.2692196,12.176275,0.69460154,0.061084073,0.15099418,0.8257209,0.7154943,0.05906878,0.16118345,0.83978474
491,9.828704,0.94936526,1.2867398,12.218932,0.6945335,0.061104685,0.15045251,0.8251688,0.7154289,0.059089474,0.16061214,0.83926857
492,9.829174,0.9492062,1.2237111,12.207251,0.69449407,0.06113107,0.150216,0.82479805,0.7153908,0.059115406,0.16036266,0.83892184
493,9.82894,0.9489154,1.2026837,12.24071,0.694478,0.061126284,0.14869432,0.82502955,0.7153755,0.059111405,0.1587574,0.83913827
494,9.829384,0.95038754,1.1973368,12.204903,0.6944842,0.0611395,0.14801317,0.82533926,0.7153812,0.0591253,0.15803872,0.8394279
495,9.828112,0.9496324,1.1443452,12.217857,0.69447505,0.061139517,0.14667147,0.82532763,0.7153726,0.05912522,0.15662284,0.83941704
496,9.828378,0.94886917,1.1348418,12.164771,0.69446385,0.06113395,0.14583923,0.82486784,0.715362,0.05912059,0.15574445,0.8389871
497,9.829088,0.94813025,1.0526774,12.134286,0.6944685,0.061120618,0.14444333,0.8237118,0.7153665,0.059108194,0.15427086,0.83790594
498,9.828508,0.94767696,1.1539963,12.153834,0.69445765,0.061075155,0.14404209,0.8229571,0.7153567,0.059062377,0.15384723,0.8372
499,9.830616,0.9472623,1.0945691,12.121799,0.69450015,0.06102992,0.14358242,0.82190496,0.7153981,0.059017662,0.15336189,0.8362157
500,9.830784,0.94855195,1.0060533,12.186364,0.6945382,0.061016805,0.14239876,0.8216159,0.71543485,0.05900375,0.15211192,0.8359452
501,9.830642,0.94765097,0.96361315,12.14626,0.6945627,0.061006658,0.14158496,0.8221466,0.71545845,0.058992863,0.15125239,0.83669704
502,9.830355,0.9485792,1.0076871,12.132571,0.6945908,0.061012734,0.14025652,0.8219133,0.7154853,0.05899857,0.14984909,0.836479
503,9.829693,0.94778556,0.9325897,12.142425,0.69457567,0.061010852,0.138798,0.8222216,0.71547085,0.058996405,0.14830802,0.8367671
504,9.830677,0.9493119,0.9105504,12.177607,0.69457346,0.06101584,0.13794403,0.82212555,0.71546876,0.05900154,0.14740555,0.8366774
505,9.831992,0.94897175,0.8398434,12.174734,0.69459385,0.061029278,0.13684388,0.82243764,0.71548814,0.059015233,0.14624274,0.83696896
506,9.831689,0.9492458,0.7886865,12.208807,0.69461554,0.061028417,0.13491534,0.8232711,0.715509,0.059015315,0.14420387,0.83774763
507,9.831524,0.95032233,0.737198,12.230163,0.69464374,0.06106753,0.13321412,0.8239141,0.7155355,0.05905589,0.14240481,0.8383483
508,9.83063,0.9508753,0.734291,12.251198,0.6946424,0.061090957,0.13169508,0.82399994,0.71553415,0.059080176,0.14079799,0.83827347
509,9.831049,0.95157576,0.6876805,12.357024,0.69462496,0.06112326,0.13039555,0.8265515,0.7155171,0.059112187,0.13942306,0.84065807
510,9.830672,0.95135015,0.7060441,12.372172,0.69460714,0.06115818,0.12969433,0.8289167,0.7154996,0.059147198,0.13868104,0.84286755
511,9.829714,0.95118177,0.65191334,12.3900585,0.6945785,0.06116735,0.12897405,0.8306107,0.7154721,0.05915723,0.13791877,0.84444934
512,9.828446,0.95248467,0.64454424,12.450762,0.694543,0.061192393,0.12821978,0.83270615,0.7154377,0.05918276,0.13712041,0.8464052
513,9.827815,0.9529632,0.7205893,12.443902,0.6944911,0.061222184,0.12849593,0.8336119,0.7153876,0.059213728,0.1374127,0.8472504
514,9.82761,0.95322025,0.60444635,12.478612,0.69444185,0.061250504,0.12764503,0.8347162,0.7153399,0.05924332,0.13651201,0.84828067
515,9.8290415,0.9549392,0.6369787,12.577588,0.6944258,0.06131389,0.12752035,0.8366475,0.71532387,0.059305795,0.13638003,0.8500819
516,9.8266535,0.9543674,0.67416173,12.547735,0.6943945,0.061345324,0.12776771,0.8376391,0.71529347,0.059336744,0.13664187,0.85100645
517,9.826977,0.9537751,0.68674564,12.550561,0.6943803,0.061353646,0.1274851,0.8387241,0.7152797,0.059345298,0.1363427,0.8520179
518,9.825313,0.953899,0.7181801,12.61272,0.6943429,0.061369788,0.12843694,0.84007996,0.71524364,0.05936167,0.13735026,0.85328156
519,9.826657,0.95466447,0.7582688,12.554448,0.69430435,0.06137536,0.12945868,0.8398467,0.71520656,0.05936672,0.13843165,0.8530642
520,9.825361,0.95377177,0.82794493,12.642284,0.6942834,0.06136922,0.13076408,0.84079814,0.7151866,0.059360486,0.13981302,0.8539508
521,9.824468,0.95559657,0.7392261,12.591659,0.6942405,0.06140286,0.13121213,0.8412103,0.715145,0.059393104,0.14028706,0.85433483
522,9.823555,0.9565366,0.77261066,12.575729,0.6942085,0.061450947,0.1316782,0.8408394,0.71511364,0.059440438,0.14078012,0.85398924
523,9.822846,0.9570334,0.9050943,12.622032,0.6941446,0.0615018,0.1329424,0.84151655,0.71505165,0.059491135,0.14211741,0.8546201
524,9.8197155,0.9560129,0.87352896,12.540384,0.6940539,0.0615581,0.13333698,0.84049463,0.7149639,0.05954888,0.14253475,0.85366803
525,9.819132,0.95885825,0.95900685,12.492311,0.69396514,0.061636634,0.13525333,0.83949316,0.7148777,0.05962737,0.14456125,0.85273474
526,9.820276,0.9569996,1.0758609,12.476112,0.6939114,0.06166834,0.13793556,0.8384839,0.7148257,0.05965872,0.14739661,0.85179406
527,9.817822,0.9547268,1.1186463,12.387528,0.6938351,0.061658945,0.13985114,0.8360878,0.7147526,0.05965071,0.14942078,0.84956
528,9.8166065,0.95556813,1.1465101,12.403014,0.6937845,0.061674364,0.14233217,0.834671,0.714704,0.059665058,0.15204158,0.84823847
529,9.815553,0.9543111,1.2685755,12.27931,0.693733,0.061624087,0.14519003,0.83245474,0.7146551,0.05961639,0.15505916,0.84617054
530,9.813083,0.95396876,1.3064324,12.249922,0.6936227,0.06159195,0.14734945,0.83007526,0.71454954,0.059584904,0.15733834,0.8439494
531,9.81265,0.9532158,1.5258759,12.158299,0.6935406,0.06158661,0.15122817,0.82759255,0.7144708,0.059578802,0.16143022,0.8416307
532,9.809823,0.95352465,1.5483785,12.223027,0.693434,0.061575506,0.1551377,0.8256579,0.71436876,0.059567466,0.16555205,0.8398231
533,9.808269,0.9533589,1.6296448,12.2028265,0.6933187,0.06158612,0.15872034,0.82483065,0.71425796,0.05957779,0.16932699,0.83905
534,9.805332,0.95127386,1.7000413,12.178008,0.693198,0.06156335,0.16270201,0.8239619,0.71414244,0.059554584,0.17351986,0.83823794
535,9.803085,0.9506145,1.8259374,12.136556,0.6930494,0.061540842,0.16579114,0.8235957,0.71400017,0.059532646,0.17677101,0.8378956
536,9.799439,0.95031,1.8364258,12.201614,0.6928888,0.061507013,0.1688006,0.82338667,0.7138465,0.05949953,0.17993681,0.837637
537,9.798852,0.9487637,1.9104941,12.15259,0.6927446,0.061447565,0.17177665,0.8231333,0.7137089,0.05944011,0.18306594,0.8374001
538,9.795951,0.947993,2.0489798,12.148353,0.6925996,0.061411366,0.17553194,0.8228093,0.7135702,0.059404645,0.1870123,0.837097
539,9.795106,0.94719404,2.0513544,12.121912,0.69247717,0.06136595,0.17799206,0.8226491,0.71345323,0.059360035,0.18959633,0.8369472
540,9.792563,0.9451001,2.204126,12.086514,0.69237334,0.06129289,0.18206283,0.82138616,0.7133545,0.059287187,0.1938699,0.8357657
541,9.789521,0.9454492,2.1940603,12.168472,0.6922289,0.06124946,0.18525134,0.8215608,0.7132164,0.059244234,0.19721533,0.83592916
542,9.787258,0.94416547,2.2164156,12.041233,0.69209594,0.061193533,0.18715422,0.82038003,0.7130894,0.05918916,0.19921105,0.83482426
543,9.786352,0.94393885,2.3193774,12.152872,0.6919595,0.061144073,0.19023149,0.8207219,0.7129591,0.05913872,0.20243719,0.8351442
544,9.782756,0.94300205,2.3507047,12.167593,0.69180644,0.061118737,0.19193073,0.8216149,0.7128125,0.059113845,0.20421796,0.83597976
545,9.781195,0.94143623,2.4702857,12.109112,0.6916778,0.06105186,0.1951643,0.8207998,0.7126898,0.059046306,0.20760536,0.8352171
546,9.7810755,0.9414119,2.4055746,12.229653,0.6915813,0.06100427,0.19740234,0.822869,0.7125978,0.05899768,0.20994887,0.83715284
547,9.778808,0.939631,2.4306173,12.197686,0.69146734,0.06093415,0.1987275,0.82279205,0.71248925,0.058928803,0.21133608,0.8370809
548,9.778194,0.9390973,2.4441512,12.248456,0.6913994,0.06086058,0.19984587,0.82349616,0.7124248,0.05885577,0.21250656,0.8378841
549,9.777153,0.93845606,2.421205,12.239838,0.6913389,0.060803704,0.19925788,0.8249167,0.7123674,0.058799524,0.2118912,0.83921146
550,9.773874,0.93804646,2.4146035,12.25097,0.6912297,0.060747463,0.19936594,0.82584256,0.7122633,0.05874521,0.2120043,0.8400764
551,9.775266,0.93808573,2.3847167,12.280655,0.69117564,0.060711645,0.19881703,0.82610106,0.7122118,0.058709916,0.21142977,0.84031785
552,9.773826,0.9392755,2.3640814,12.274932,0.69110596,0.060710393,0.1978622,0.8264766,0.7121449,0.058708493,0.21043026,0.8406172
553,9.773151,0.93620884,2.3678968,12.245386,0.691047,0.0606685,0.1972284,0.82706606,0.71208876,0.0586692,0.20976675,0.84116787
554,9.77065,0.93610084,2.36601,12.25551,0.6909986,0.060632497,0.19665201,0.8271148,0.71204275,0.058633916,0.20916326,0.8412134
555,9.768946,0.93637013,2.4281142,12.292836,0.6909014,0.060608536,0.19716671,0.82692516,0.71194965,0.058611546,0.20970216,0.8410875
556,9.768996,0.9361961,2.3938026,12.27522,0.69082993,0.06056199,0.1975198,0.82697237,0.7118815,0.058567297,0.21007182,0.8410803
557,9.769459,0.9352102,2.429716,12.236781,0.69077337,0.060547,0.19825572,0.82688,0.7118274,0.058553223,0.21084224,0.84099406
558,9.767151,0.93447995,2.442578,12.230373,0.69072133,0.06052635,0.1991701,0.82660997,0.71177775,0.058535013,0.21179932,0.84074175
559,9.766349,0.93497646,2.377801,12.128604,0.6906835,0.06050597,0.1985689,0.82516736,0.7117416,0.058516882,0.21117006,0.8393939
560,9.764498,0.93340975,2.4841964,12.1163025,0.69061697,0.060471464,0.19965,0.8234412,0.7116781,0.058485027,0.21230158,0.8377806
561,9.764564,0.9336289,2.4775164,12.124992,0.6905427,0.060455337,0.20022346,0.82221895,0.711607,0.0584717,0.21290173,0.8366379
562,9.762334,0.9320563,2.574232,12.038908,0.69047076,0.06042733,0.20180932,0.8195955,0.7115382,0.05844649,0.21456106,0.8341844
563,9.76118,0.93323,2.5430443,12.024287,0.690392,0.06041132,0.20381303,0.81813246,0.7114627,0.05843293,0.21665701,0.83281547
564,9.762261,0.9329988,2.6974144,12.089758,0.69035745,0.060411558,0.20642029,0.81642044,0.7114294,0.058434762,0.2193833,0.8312521
565,9.761375,0.9328466,2.6725428,12.09941,0.6903075,0.06040341,0.20882665,0.8182776,0.71138155,0.05842747,0.22189851,0.83298993
566,9.76272,0.93174505,2.6990683,12.166176,0.6903144,0.06039626,0.21037775,0.8198141,0.71138823,0.058421835,0.22351928,0.8344272
567,9.762079,0.93322504,2.7852802,12.2529955,0.69032794,0.06039576,0.21341163,0.822334,0.7114011,0.058421716,0.22668827,0.83678347
568,9.760538,0.9316248,2.7905428,12.268798,0.6903025,0.06037391,0.21458647,0.82343626,0.7113769,0.058400888,0.22791502,0.837655
569,9.760705,0.9290363,2.9316332,12.217027,0.6902968,0.060317066,0.21787964,0.8245367,0.7113721,0.05834587,0.2313525,0.8386842
570,9.761297,0.9315959,2.897441,12.295664,0.6902739,0.060315955,0.2204256,0.8258837,0.7113501,0.058344986,0.23400879,0.83998686
571,9.759846,0.9306434,2.9482815,12.284282,0.69024193,0.060275864,0.22253352,0.82609934,0.71131974,0.058306426,0.23620725,0.840302
572,9.759124,0.92872155,3.0182674,12.327273,0.6902241,0.060230445,0.22550246,0.82791674,0.7113031,0.058263406,0.23930246,0.8419994
573,9.760525,0.9296469,3.0419436,12.328234,0.6902206,0.060241926,0.22695068,0.8291018,0.71129966,0.058275662,0.24081174,0.84310585
574,9.758995,0.9293036,3.0822976,12.305848,0.6901865,0.06020956,0.22939228,0.82921,0.71126723,0.058243793,0.24335553,0.8432068
575,9.758945,0.9272969,3.0647044,12.324871,0.6901775,0.060166158,0.23093945,0.82912105,0.71125907,0.05820247,0.24496692,0.8431238
576,9.75898,0.9274983,3.0784361,12.258997,0.6901775,0.060150217,0.23174189,0.8283445,0.7112591,0.05818788,0.24580254,0.84224373
577,9.758273,0.9271957,3.019235,12.246405,0.69014615,0.060111295,0.2314388,0.8279403,0.7112295,0.05815093,0.24548693,0.841866
578,9.759429,0.92681384,3.045883,12.168796,0.6901588,0.06007854,0.23095337,0.826711,0.711242,0.058121856,0.24498142,0.8407171
